Crash_Date,Crash_Time,Aircraft_Type,Aircraft_SN,Base,Wing,Squadron,Mission_Type,Weapon,Target_Objective,Ceiling_Vis,Maneuver,Pass,Angle,Altitude,Airspeed,Mission_Phase,Where_Hit,Fire_Observed,Hit_Country,Loss_Country,Defense_Type,Pilot_Hit,Pilot_Rank,Pilot,Pilot_Egress,Pilot_Status,Pilot_Condition,Pilot_Recovered,Latitude,Longitude
1966-07-08,0820D,F-105D,610158,TKL,355TFW,333TFS,,_,Truck park,/..,Dive,0,0,7000,0,At target,Center fuselage,Y,NVn,NVn,85mm AAA,p,1Lt,Browning R. T.,Ejection,POW (returned),_,_,21.616666666666667,105.81666666666666
1966-07-10,0327D,F-4C,637546,DNG,35TFW,480TFS,,Napalm,_,/10,_,0,0,4000,0,At target,Right engine,Y,NVn,Sea,37/57mm AAA,N,Capt,Weeks T. P. Jr,Ejection,Recovered,Minor injuries,USAF Helo,17.2,106.98333333333333
1966-07-11,0710D,F-105D,624282,TKL,355TFW,_,,_,Vu Chua railroad bridge,3000/7,Pop up,0,0,5500,0,At target,_,_,NVn,NVn,85mm AAA (prob.),N,Capt,Shattuck L. W.,Ejection,POW (returned),_,_,21.75,106.81666666666666
1966-07-11,0720D,F-105D,610112,TKL,355TFW,_,,_,Vu Chua railroad bridge,3000/7,Pop up,0,0,2000,0,At target,_,_,NVn,LS,Automatic weapons,N,Capt,Laney R. H.,Ejection,Recovered,Minor injuries,USAF Helo,20.016666666666666,104.68333333333334
1966-07-11,0740D,F-105D,610121,TKL,355TFW,_,,_,_,/..,_,0,0,0,0,At target,_,N,NVn,LS,MiG,N,Maj,McClelland W. L.,Ejection,Recovered,Minor injuries,USAF Helo,18.466666666666665,103.81666666666666
1966-07-15,0728D,F-105D,591761,KRT,388TFW,_,,_,_,1500/7,_,0,0,6500,0,At target,_,Y,NVn,Sea,37/57mm AAA (prob.),N,Capt,Hamby C. L.,Ejection,Recovered,Minor injuries,USN Helo,19.466666666666665,107.16666666666667
1966-07-17,0115D,F-4C,637690,DNG,35TFW,390TFS,,_,_,/..,Level,0,0,4000,400,At target,Engine,Y,NVn,Sea,37/57mm AAA (prob.),N,Capt,Moruzzi F. D.,Ejection,Recovered,Minor injuries,u Helo,17.133333333333333,107.05
1966-07-17,0757D,F-105D,581165,KRT,388TFW,_,,_,Road reconnaissance,/..,_,0,0,10000,0,At target,_,Y,NVn,NVn,Gunfire,N,1Lt,Spelius W. C.,Ejection,Recovered,Minor injuries,USAF Helo,17.933333333333334,106.68333333333334
1966-07-19,0630D,F-100F,581217,BHA,3TFW,90TFS,,_,VietCong concentration,3000/10,Strafe,0,0,0,0,At target,_,_,SVn,SVn,(Combat associated),_,Capt,Bottesch J. R.,Crash,KIA,_,_,10.716666666666667,106.41666666666667
1966-07-19,0830D,F-105D,591755,TKL,355TFW,354TFS,,_,POL,/..,Turn,0,0,6000,0,Enroute,_,_,NVn,NVn,MiG-17 cannon fire,N,1Lt,Diamond S. W.,Ejection,MIA,_,_,21.283333333333335,105.7
1966-07-19,0857D,F-105D,605382,TKL,355TFW,354TFS,,_,_,/..,Dive,0,0,6000,0,At target,Fuselage,N,NVn,LS,57/85mm AAA,N,Capt,Steere R. E.,Ejection,Recovered,Minor injuries,USAF Helo,18.116666666666667,103.68333333333334
1966-07-20,0109D,F-105D,624308,KRT,388TFW,_,,_,Vu Chua railroad bridge,/..,Climb,0,0,3000,540,Enroute,_,Y,NVn,NVn,85mm AAA,_,Capt,Lewis M. R. Jr,Ejection,MIA,_,_,21.566666666666666,106.66666666666667
1966-07-20,0109D,EB-66C,540464,TKL,460TRW,41TRS,,_,Jamming,/..,Turn,0,0,29000,0,On station,Right fuselage,Y,NVn,NVn,SAM,p,Capt,Means W. H.,Ejection,POW (returned),_,_,21.85,105.28333333333333
1966-07-20,0835D,F-105D,610116,TKL,355TFW,_,,_,Truck,8000/..,Strafe,2,0,2000,0,At target,_,_,NVn,NVn,Gunfire (prob. combat associated),p,Col,Nelson W. H.,_,KIA,_,_,,
1966-07-20,1541N,F-4C,637695,UBN,8TFW,555TFS,,_,_,2500/7,_,0,0,3000,0,Return,Engine,_,NVn,THL,Gunfire,N,Capt,Walmsley R. A.,Crashlanded,Recovered,Major injuries,USAF Helo,17.383333333333333,102.8
1966-07-21,0745D,F-105D,624227,KRT,388TFW,_,,_,La Danh POL storage,/..,Level,0,0,3500,0,At target,_,_,NVn,NVn,37/57mm AAA,p,Capt,Tiffin R.,_,KIA,_,_,,
1966-07-23,0845D,F-105F,638338,TKL,355TFW,354TFS,,_,_,/..,_,0,0,10000,0,_,_,_,NVn,NVn,SAM (prob. poss ground fire),p,Maj,Pemberton G. T.,_,POW (died),_,_,21.083333333333332,105.5
1966-07-25,0119D,F-105D,624271,KRT,388TFW,469TFS,,_,_,/..,Pull up,0,0,4000,0,At target,Left fuselage,N,NVn,THL,Gunfire,N,Maj,Hiebert F. C.,Crashlanded,Recovered,Uninjured,_,,
1966-07-25,0955D,F-100,553739,PHR,366TFW,615TFS,,_,VietCong structures,10000/10,Strafe,2,15,0,0,_,Fuselage,Y,SVn,SVn,Automatic weapons,N,Capt,Farrell G. J.,Ejection,Recovered,Minor injuries,USAF Helo,10.833333333333334,106.91666666666667
1966-07-26,2015D,RF-4C,641040,TSN,460TRW,16TRS,,_,_,/..,_,0,0,1500,0,On station,_,_,NVn,NVn,Gunfire,_,Capt,Mayfield M. G.,Ejection,Recovered,Minor injuries,USN Helo,17.15,106.96666666666667
1966-07-27,0235D,F-105D,610045,KRT,388TFW,421TFS,,_,River ferry,/..,Strafe,0,0,3500,0,At target,_,_,NVn,NVn,Gunfire,N,Capt,Mitchell J. R.,Ejection,Recovered,Minor injuries,USAF Helo,17.583333333333332,106.38333333333334
1966-07-29,0610D,F-100D,562956,PHR,366TFW,615TFS,,_,_,/..,Strafe,5,20,0,0,At target,_,_,SVn,SVn,Gunfire,_,Capt,Gower W. R.,Crash,KIA,_,_,10.716666666666667,106.2
1966-07-29,0810D,RC-47,4348388,UDN,_,606ACS,,_,_,/..,_,0,0,0,0,_,_,_,NVn,NVn,MiG cannon fire (prob. MiG-17),_,Capt,Conklin B.,Crash,KIA,_,_,,
1966-07-31,0127D,A-1E,52132421,UDN,14ACW,630CSG,,_,_,/10,Level,0,0,2000,275,At target,_,_,NVn,NVn,Automatic weapons,N,Capt,Lester D. W. Jr,Ejection,Recovered,_,USAF Helo,17.383333333333333,106.18333333333334
1966-07-31,1800N,RF-101,560226,UDN,460TRW,20TRS,,_,Dap Cau RR and highway bridge,/..,_,0,0,0,0,_,_,_,NVn,NVn,Gunfire (combat associated),_,Maj,Burroughs W. D.,_,POW (returned),_,_,21.2,106.1
1966-08-01,0610D,F-104C,560928,_,8TFW,435TFS,,_,Iron Hand escort,/..,_,0,0,4000,0,At target,Fuselage,Y,NVn,NVn,SAM,_,Capt,Kwortnik J. C.,Ejection,MIA,_,_,21.883333333333333,105.43333333333334
1966-08-01,0805D,F-105D,624380,KRT,388TFW,_,,_,Thai Nguyen railroad yard,/..,Level,0,0,10000,0,Enroute,Fuselage,Y,NVn,NVn,Moderate 57/85mm AAA,N,Capt,North K. W.,Ejection,POW (returned),Uninjured,_,21.833333333333332,104.81666666666666
1966-08-01,0810D,F-104,570925,UDN,8TFW,435TFS,,_,Iron Hand escort,/..,_,0,0,5000,0,Enroute,_,Y,NVn,NVn,SAM (prob.),_,LtCol,Finney A. T.,Ejection,KIA,_,_,21.583333333333332,105.66666666666667
1966-08-01,_,O-1E,562550,TSN,505TCG,20TASS,,_,_,/..,_,0,0,0,0,At target,Left wing,N,SVn,SVn,Gunfire,N,LtCol,Abersold E. G.,Crashlanded,Recovered,Minor injuries,_,16.833333333333332,107.1
1966-08-03,0811D,F-100,563375,BHA,3TFW,308TFS,,_,_,/..,_,0,0,0,0,_,_,N,SVn,SVn,Gunfire (combat associated),N,1Lt,Hodges T. L.,_,Recovered,Uninjured,USAF Helo,,
1966-08-04,0910D,A-1E,52133872,UDN,14ACW,630CSG,,_,Military complex,/..,Pull up,0,0,3000,0,At target,_,Y,LS,LS,37mm AAA (prob.),N,Capt,Burns J. R.,Crash,KIA,_,_,20.333333333333332,104.46666666666667
1966-08-04,0958D,F-105D,610119,TKL,355TFW,357TFS,,_,RESCAP for Firefly 14,/..,Strafe,0,0,4500,0,Return,_,Y,NVn,LS,Heavy aimed 37mm AAA,N,1Lt,Rogers A. V.,Ejection,Recovered,Minor injuries,USAF Helo,17.966666666666665,103.16666666666667
1966-08-06,0204D,F-105D,624315,KRT,388TFW,421TFS,,_,Anti-aircraft gun position,1400/15,_,0,0,500,0,Enroute,_,Y,NVn,Sea,Moderate aimed 37/57mm AAA,N,Capt,Rutherford A. K.,Ejection,Recovered,Minor injuries,USAF Helo,19.5,107.61666666666666
1966-08-07,0020D,F-105D,600499,TKL,355TFW,333TFS,,_,POL storage,/..,Dive,0,0,10000,500,At target,_,_,NVn,NVn,SAM,N,Capt,Wendell J. H.,Ejection,POW (returned),_,_,21.35,105.98333333333333
1966-08-07,0023D,F-105D,610140,TKL,355TFW,333TFS,,_,POL storage,/..,Pull up,0,0,6000,630,At target,Tail,_,NVn,NVn,37/57mm AAA,_,Maj,Gideon W. S.,Ejection,POW (returned),_,_,21.333333333333332,106.5
1966-08-07,0033D,F-105F,638358,TKL,355TFW,354TFS,,_,SAM site,/..,_,0,0,13000,500,Enroute,_,Y,NVn,Sea,SAM,N,Capt,Larson E.,Ejection,Recovered,Minor injuries,USAF HU16,20.616666666666667,107.2
1966-08-07,0120D,F-105F,638361,TKL,355TFW,354TFS,,_,SAM site,/..,Climb,0,0,4000,400,At target,_,_,NVn,NVn,85mm AAA,N,Capt,Sandvick R. J.,Ejection,POW (returned),_,_,21.3,106.46666666666667
1966-08-07,0702D,F-105D,624370,TKL,355TFW,357TFS,,_,POL storage AAA site,/..,Pull up,0,0,3000,0,At target,_,_,NVn,NVn,100mm AAA,_,1Lt,Brazelton M. L.,Ejection,POW (returned),_,_,21.766666666666666,105.85
1966-08-08,0046D,F-4C,637560,UBN,8TFW,555TFS,,_,Trucks,/..,Level,0,0,500,0,Return,_,_,NVn,Sea,Heavy 37/57mm AAA,N,Capt,Goldberg L. H.,_,MIA,_,_,21.166666666666668,106.75
1966-08-08,0055D,F-105D,624327,TKL,355TFW,354TFS,,_,Trucks and barracks area,1000/..,_,0,0,1000,0,Return,_,Y,NVn,NVn,37mm AAA,_,1Lt,Flom F. R.,Ejection,POW (returned),_,_,21.616666666666667,105.08333333333333
1966-08-08,0241D,F-105D,624343,TKL,355TFW,354TFS,,_,RESCAP for Finch 02,/..,Level,0,0,1000,0,On station,_,Y,NVn,NVn,37mm AAA,_,Maj,Kasler J. H.,Ejection,POW (returned),Major injuries,_,21.616666666666667,104.71666666666667
1966-08-08,0900D,F-4C,640687,CRB,12TFW,557TFS,,_,Suspected troop position,2000/..,Level,4,0,1500,0,At target,_,_,SVn,SVn,Gunfire (poss. combat associated),_,Capt,Walling C. M.,Crash,MIA,_,_,11.3,106.88333333333334
1966-08-08,1010D,F-105D,610155,KRT,388TFW,421TFS,,_,Storage area,/..,_,0,0,6000,0,At target,_,Y,NVn,NVn,Gunfire,N,1Lt,Casper J. R.,Ejection,Recovered,Minor injuries,USAF Helo,17.733333333333334,106.18333333333334
1966-08-11,1955N,F-4C,637502,UBN,8TFW,497TFS,,_,Anti-aircraft gun position,/..,Climb,0,0,3000,0,At target,_,N,NVn,Sea,Heavy barrage 85mm AAA,N,Capt,Penn R. L.,Ejection,Recovered,Minor injuries,USN Helo,19.633333333333333,106.85
1966-08-12,0810D,F-105D,624326,TKL,355TFW,333TFS,,_,POL storage,/..,Dive,0,0,500,0,At target,_,Y,NVn,NVn,37/57mm AAA,_,1Lt,Neuens M.,Ejection,POW (returned),_,_,21.816666666666666,105.46666666666667
1966-08-12,0820D,F-105D,610156,TKL,355TFW,333TFS,,_,Road,/..,Strafe,2,0,3500,0,At target,_,N,NVn,NVn,37/57mm AAA,N,Capt,Allinson D. J.,Ejection,KIA,_,_,21.816666666666666,104.7
1966-08-12,1015D,RF-101C,560056,UDN,460TRW,20TRS,,_,_,/..,_,0,0,0,0,_,_,_,NVn,NVn,(Combat associated),_,Maj,Wrye B. C.,_,MIA,_,_,,
1966-08-14,0840D,F-105D,610197,KRT,388TFW,469TFS,,_,La Danh POL storage,/..,_,0,0,6000,500,At target,_,_,NVn,NVn,37/57mm AAA,N,Capt,Franklin C. E.,Ejection,MIA,_,_,21.8,105.83333333333333
1966-08-14,0903D,F-105D,591763,TKL,355TFW,333TFS,,_,POL storage,/..,_,0,0,4500,0,At target,_,N,NVn,NVn,37mm AAA,_,Capt,Eaton C. A.,_,MIA,_,_,21.916666666666668,105.91666666666667
1966-08-14,0922D,F-105D,624266,TKL,355TFW,354TFS,,_,POL storage,/..,_,0,0,0,0,Return,_,N,NVn,NVn,Heavy aimed 37mm AAA (prob. combat associated),_,Capt,Brodak J. W.,Ejection,POW (returned),_,_,19.5,104.25
1966-08-17,0830D,F-105F,638308,TKL,355TFW,354TFS,,_,Military storage,/..,Dive,0,0,5000,0,At target,_,N,NVn,NVn,Moderate AAA,_,Maj,Brand J. W.,Ejection,MIA,_,_,21.25,104.66666666666667
1966-08-19,1900N,RF-4C,641054,TSN,460TRW,16TRS,,_,_,/..,Level,0,0,3500,520,At target,Aft fuselage,Y,NVn,NVn,37/57mm AAA,N,Capt,Hawks E. T.,Ejection,Recovered,Minor injuries,USN Helo,17.766666666666666,106.28333333333333
1966-08-21,0905D,F-105D,591770,TKL,355TFW,354TFS,,_,POL storgae,/..,Pull up,0,0,7000,0,At target,Fuselage,Y,NVn,Sea,37/57mm AAA,N,Capt,Wells N. L.,Ejection,Recovered,Uninjured,USN Helo,21.333333333333332,107.33333333333333
1966-08-22,0925D,F-5,6413316,BHA,3TFW,10FCS,,Napalm,_,/..,_,0,10,400,0,At target,Right fuselage,Y,SVn,SVn,Automatic weapons,N,Capt,Johns C. L.,Ejection,Recovered,Uninjured,Army Helo,9.866666666666667,104.9
1966-08-27,1220N,F-4C,637525,UBN,8TFW,497TFS,,_,Anti-aircraft gun position,/..,Pull up,0,0,700,0,At target,_,Y,NVn,Sea,37/57mm AAA,N,Maj,Barrow J. E.,Ejection,Recovered,Minor injuries,USN Helo,17.466666666666665,106.8
1966-08-29,0908D,F-105D,600523,TKL,355TFW,354TFS,,_,Trucks,9000/10,Strafe,1,0,3000,0,At target,_,Y,NVn,NVn,Automatic weapons,_,Capt,Wells N. L.,Ejection,POW (returned),_,_,17.566666666666666,106.43333333333334
1966-08-29,1650N,F-4C,637503,UBN,8TFW,497TFS,,Napalm,Truck,/..,_,0,0,3500,0,At target,_,_,NVn,NVn,Light 37/57mm AAA,_,Capt,Robinson K. D.,Crash,MIA,_,_,17.616666666666667,106.31666666666666
1966-09-01,0525D,F-104C,570913,UDN,8TFW,435TFS,,_,Truck park,500/10,Pull up,0,0,4000,0,At target,_,Y,NVn,NVn,37/57mm AAA,_,Maj,Schmidt N.,Ejection,POW (died),_,_,17.733333333333334,106.18333333333334
1966-09-01,0744D,A-1E,52132648,UDN,14ACW,602CSG,,_,RESCAP for Fresno 01,/..,Orbit,0,0,3500,0,On station,_,_,NVn,NVn,37/57mm AAA,_,Maj,Nichols H. C.,Crash,MIA,_,_,17.55,106.48333333333333
1966-09-01,0855D,A-1E,52132624,UDN,14ACW,602FS,,_,RESCAP for Fresno 01,/..,Orbit,0,0,3500,0,On station,Right wing,N,NVn,THL,Heavy 37/57mm AAA,N,Capt,Minnick A. L.,Ejection,Recovered,Minor injuries,USAF Helo,17.383333333333333,104.25
1966-09-03,2342D,F-105D,624303,KRT,388TFW,13TFS,,_,Truck,/..,Orbit,0,0,4500,0,At target,_,N,NVn,Sea,Heavy 37mm AAA,N,Capt,Skowron E. R.,Ejection,Recovered,Minor injuries,USAF Helo,18.083333333333332,106.51666666666667
1966-09-04,0255D,F-4C,637561,UBN,8TFW,555TFS,,_,POL storage,/..,_,0,0,4800,0,Enroute,_,_,NVn,NVn,SAM,_,1Lt,Salzarulo R. P.,_,KIA,_,_,21.6,105.7
1966-09-04,0728D,F-105D,624369,TKL,355TFW,357TFS,,_,Nguyen Khe POL storage,/..,Dive,0,0,5000,0,At target,_,_,NVn,NVn,57mm AAA,_,1Lt,Bliss R. G.,_,POW (returned),_,_,21.166666666666668,105.16666666666667
1966-09-04,0745D,F-105D,610085,TKL,355TFW,354TFS,,_,Nguyen Khe POL storage,/..,Pull up,0,0,5000,0,At target,_,Y,NVn,NVn,Heavy 57mm AAA,N,1Lt,McNish T. M.,Ejection,POW (returned),_,_,21.166666666666668,105.85
1966-09-05,2400D,F-105D,600495,TKL,355TFW,354TFS,,_,Truck park,/15,Dive,1,40,4500,465,At target,_,_,NVn,NVn,Gunfire,_,Capt,Dobbs T. D.,Ejection,Recovered,Minor injuries,USAF Helo,17.433333333333334,106.46666666666667
1966-09-09,0915D,F-105D,624275,TKL,355TFW,357TFS,,_,Railroad bridge,/..,Level,0,0,7000,0,Enroute,_,N,NVn,NVn,37/57mm AAA (prob.),N,Capt,Blevins J. C.,Ejection,POW (returned),_,_,21.25,106.5
1966-09-10,0415D,F-5,638424,BHA,3TFW,10FCS,,Napalm,Enemy base camp,/..,_,4,0,0,0,At target,_,_,SVn,SVn,Gunfire,_,Capt,Walsh T. C.,Crash,KIA,_,_,10.966666666666667,105.86666666666666
1966-09-10,0830D,A-1E,52132675,PLK,14ACW,1ACS,,_,Automatic weapons site,/..,Strafe,5,0,500,0,At target,_,_,NVn,NVn,Heavy 30cal AAA,_,Maj,Tatum L. B.,Ejection,MIA,_,_,16.933333333333334,106.93333333333334
1966-09-10,1040Ds,O-1E,564184,PLK,_,21TASS,,_,_,/..,_,0,0,0,0,_,_,_,SVn,Sea,Gunfire,_,Capt,Thornell E. F.,Crash,KIA,_,_,12.916666666666666,109.46666666666667
1966-09-10,1348N,F-4C,640832,UBN,8TFW,433TFS,,_,Dap Cau RR and highway bridge,7000/4,Level,0,0,4500,0,At target,_,Y,NVn,NVn,SAM,_,Capt,Peterson D. B.,_,POW (returned),_,_,21.25,107.0
1966-09-12,0040D,A-1E,52133659,PLK,14ACW,1ACS,,_,Dong Phat highway ford,/..,_,2,0,3000,300,At target,Right wing,Y,NVn,NVn,Heavy 12.7mm AAA,N,LtCol,Deatrick E. R.,Crashlanded,Recovered,Uninjured,_,16.466666666666665,107.56666666666666
1966-09-12,0145D,F-105D,610201,KRT,388TFW,469TFS,,_,Storage area,2100/10,_,0,0,5500,0,At target,_,_,NVn,NVn,85mm AAA (prob. combat associated),p,Capt,Waggoner R. F.,_,POW (returned),_,_,18.933333333333334,105.08333333333333
1966-09-12,0630D,A-1E,52133928,UDN,14ACW,602TFS,,_,_,5000/7,_,0,0,5500,0,_,_,_,LS,LS,(Combat associated),_,Maj,Sprague S. G.,Crash,KIA,_,_,20.95,104.2
1966-09-13,0138D,F-105D,624281,KRT,388TFW,421TFS,,_,"Route 15, probable SAM site",4500/5,Pull up,0,0,5500,0,At target,_,_,NVn,NVn,37mm AAA,_,1Lt,Hallmark K. V.,Ejection,Recovered,Minor injuries,USAF Helo,18.1,105.65
1966-09-13,0410D,F-100,563071,PHR,366TFW,615TFS,,_,Automatic weapons site,10000/15,Pull up,0,15,4000,0,At target,_,N,SVn,SVn,Gunfire,p,1Lt,Skoro J. P. Jr,Crash,KIA,_,_,14.3,108.95
1966-09-13,1418N,O-1G,551918,BHA,_,19TASS,,_,Army Helicopter,1000/5,_,0,0,0,0,Enroute,_,_,SVn,SVn,(Combat associated),_,1Lt,Kaiser H. W.,Crash,KIA,_,_,11.75,106.0
1966-09-14,0223D,F-100,553640,BHA,3TFW,510TFS,,_,_,/..,Roll in,1,0,400,0,At target,Center fuselage,N,SVn,SVn,12.7mm AAA,p,Capt,Findlay C. W.,Ejection,Recovered,Major injuries,USAF Helo,9.316666666666666,105.71666666666667
1966-09-14,0845D,F-105D,624306,KRT,388TFW,421TFS,,_,Highway bridge,5000/10,_,0,0,6000,0,Return,_,_,NVn,NVn,57mm AAA,_,1Lt,Casper J. R.,Ejection,Recovered,Minor injuries,_,21.166666666666668,107.53333333333333
1966-09-16,0502D,F-4C,637613,CRB,12TFW,557TFS,,_,Storage area,/..,_,0,0,3500,0,At target,Aft fuselage,Y,NVn,NVn,Gunfire,N,1Lt,Giere B. D.,Ejection,Recovered,_,USAF Helo,17.0,107.03333333333333
1966-09-16,0842D,F-4C,637643,UBN,8TFW,555TFS,,_,Dap Cau RR and highway bridge,/5,_,0,0,1500,0,Enroute,_,_,NVn,NVn,MiG cannon fire (prob. MiG-17),_,Maj,Robertson J. L.,_,MIA,_,_,21.2,106.36666666666666
1966-09-17,0125D,F-105D,624280,KRT,388TFW,469TFS,,_,Cao Nung highway bridge,/..,Level,0,0,9000,500,At target,Aft fuselage,N,NVn,NVn,37/57mm AAA,p,Capt,Leetun D. D.,Crash,KIA,_,_,21.55,106.5
1966-09-17,0155D,F-105D,610191,KRT,388TFW,13TFS,,_,Railroad bridge,/..,_,0,0,8000,0,Return,_,_,NVn,SVn,85mm AAA,N,Capt,Rutherford A. K.,Ejection,Recovered,Minor injuries,USAF Helo,16.616666666666667,108.11666666666666
1966-09-19,0127D,F-105D,624287,KRT,388TFW,13TFS,,_,Railroad bridge,/..,Pull up,0,0,5000,0,At target,Right wing,Y,NVn,NVn,37/57mm AAA,N,Capt,Waltman D. G.,Ejection,POW (returned),_,_,21.583333333333332,106.58333333333333
1966-09-19,0133D,B-57,521541,DNG,405TFW,13TBS,,_,Tallo Ho area,10000/10,Level,0,0,3000,0,Return,Fuselage,Y,SVn,SVn,Heavy gunfire,N,Maj,Gould W. L.,Crash,KIA,_,_,15.25,108.51666666666667
1966-09-19,0130D,F-4C,637687,UBN,8TFW,555TFS,,_,Railroad bridge,/..,_,0,0,6000,0,Return,_,N,NVn,SVn,AAA,N,Capt,Fitzgerald D. J.,Crashlanded,Recovered,Minor injuries,_,16.766666666666666,106.83333333333333
1966-09-21,0235D,F-105D,624371,TKL,355TFW,357TFS,,_,Railroad and highway bridge,/10,Level,0,0,3000,0,At target,_,Y,NVn,NVn,85mm AAA (prob.),_,Capt,Ammon G. L.,Ejection,MIA,_,_,21.2,106.08333333333333
1966-09-21,0258D,F-4C,637642,UBN,8TFW,433TFS,,_,Railroad and highway bridge,/..,_,0,0,2000,0,Enroute,Fuselage,N,NVn,NVn,MiG cannon fire (prob. MiG-17),N,Capt,Kellens R. G.,Ejection,Recovered,Uninjured,USAF Helo,17.783333333333335,107.43333333333334
1966-09-25,0832D,F-105D,624341,KRT,388TFW,469TFS,,_,Anti-aircraft gun position,/7,Roll in,0,0,5000,0,At target,Aft fuselage,N,NVn,NVn,57mm AAA,p,Capt,Cushman C. E.,Ejection,KIA,_,_,21.633333333333333,106.45
1966-09-26,0128D,F-105D,610186,KRT,388TFW,13TFS,,_,POL storage,/..,Level,0,0,4500,500,Enroute,_,Y,NVn,NVn,37/57mm AAA,_,Capt,Ballard A. T.,Ejection,POW (returned),_,_,21.683333333333334,105.41666666666667
1966-09-26,0317D,F-5,6510519,BHA,3TFS,10FCS,,_,_,/12,Pull up,0,0,0,550,At target,_,N,SVn,SVn,Automatic weapons/small arms (prob.),N,Capt,Paulsen J. G.,Ejection,Recovered,Minor injuries,Army Helo,10.366666666666667,106.98333333333333
1966-09-26,2020N,RF-4C,650862,TSN,460TRW,16TRS,,_,_,/6,_,0,0,3500,0,_,_,_,NVn,NVn,37/57mm AAA (prob. combat associated),_,Maj,Stine J. M.,_,MIA,_,_,,
1966-09-29,1504N,F-4C,640736,UBN,8TFW,497TFS,,_,Ferry,5000/4,_,0,0,3000,0,At target,_,_,NVn,NVn,Light AAA,_,Maj,Waxman S.,Ejection,KIA,_,_,17.633333333333333,106.05
1966-09-30,0314D,F-100,553502,BHA,3TFW,531TFS,,_,_,/20,Pull up,3,0,0,0,At target,Engine,Y,SVn,SVn,Gunfire,N,LtCol,Fowler W. M.,Ejection,Recovered,Minor injuries,USAF Helo,10.916666666666666,106.83333333333333
1966-10-01,0930D,F-105D,600483,KRT,388TFW,421TFS,,_,Ferry,21000/5,Pull up,0,0,3000,0,At target,_,Y,NVn,NVn,37mm AAA,N,Capt,Nix C. G.,Ejection,POW (returned),_,_,17.633333333333333,106.43333333333334
1966-10-02,0740D,F-104C,656904,UDN,8TFW,435TFS,,_,Truck park,/7,Dive,0,0,10000,450,At target,_,N,LS,LS,SAM,N,Capt,Lockard N. R.,Ejection,Recovered,Uninjured,USAF Helo,20.4,104.21666666666667
1966-10-02,1338N,F-4C,640821,UBN,8TFW,497TFS,,_,Military complex,/5,Dive,0,0,1000,0,Return,_,Y,NVn,Sea,37/57mm AAA,N,Capt,Lacasse J. W.,Ejection,Recovered,Uninjured,USAF Helo,16.666666666666668,107.83333333333333
1966-10-02,2120Dw,C-130,621840,NTR,314TCW,776TCS,,_,Not applicable,/..,_,0,0,0,0,Return,_,_,SVn,SVn,Gunfire,_,Capt,Smith J. J.,Crash,KIA,_,_,11.733333333333333,109.13333333333334
1966-10-03,0333D,F-100,563100,BHA,3TFW,416TFS,,Napalm,Troops,8000/7,_,0,0,200,0,At target,_,_,SVn,SVn,Gunfire,N,Maj,Creswell B. L.,Ejection,Recovered,Uninjured,USAF Helo,9.95,105.31666666666666
1966-10-05,0045D,F-4C,640702,UBN,8TFW,433TFS,,_,Bridge,7000/..,Orbit,0,0,30000,0,At target,Right fuselage,Y,NVn,NVn,Gunfire (poss. pos MiG),N,1Lt,Garland E. W.,Ejection,Recovered,Major injuries,USAF Helo,21.483333333333334,104.38333333333334
1966-10-06,0640D,B-57,533888,DNG,_,8TBS,,_,Operation Lam San,/..,Orbit,0,0,2000,0,At target,Tail,N,SVn,NVn,37mm AAA,N,Capt,Rippey G. D.,Ejection,Recovered,Uninjured,_,16.983333333333334,106.91666666666667
1966-10-06,1735N,F-4C,637486,UBN,8TFW,497TFS,,_,Truck park,2200/5,Pull up,1,0,1500,0,At target,_,_,NVn,NVn,Gunfire (poss. combat associated),_,1Lt,Gilchrist R. M.,_,MIA,_,_,17.8,106.48333333333333
1966-10-07,1332N,RF-4C,650885,TSN,460TRW,12TRS,,_,_,7000/10,_,0,0,0,0,Enroute,_,_,SVn,SVn,Gunfire (poss. combat associated),_,Capt,Treece J. A.,_,MIA,_,_,15.3,107.95
1966-10-08,0315D,B-57,521512,DNG,405TFW,8TBS,,_,_,8000/10,_,0,0,0,0,Return,_,N,SVn,SVn,Gunfire,N,Capt,Clark R. W.,Ejection,Recovered,Uninjured,USAF Helo,16.216666666666665,108.36666666666666
1966-10-08,0935D,O-1E,562610,DNG,153AGS,20TASS,,_,Troops,1200/2,Orbit,0,0,1350,0,On station,_,_,SVn,SVn,Automatic weapons,N,Capt,Schultz W. L.,Crashlanded,Recovered,Died injuries,USAF Helo,15.966666666666667,108.3
1966-10-12,0532D,F-100F,563869,BHA,3TFW,90TFS,,_,Troops,2500/7,Strafe,0,0,0,0,At target,_,_,SVn,SVn,Gunfire,N,Capt,Bradley J. H.,Ejection,Recovered,Uninjured,_,9.8,105.86666666666666
1966-10-12,0937D,F-100D,553809,BHA,3TFW,531TFS,,Napalm,VietCong concentration,/..,_,4,0,3500,0,At target,_,Y,SVn,SVn,Gunfire,N,Capt,Hersman W. C.,Ejection,Recovered,Uninjured,_,,
1966-10-13,1448N,F-4C,640654,DNG,366TFW,480TFS,,_,Road segment,/5,Dive,3,0,0,0,At target,_,_,NVn,NVn,Gunfire,_,1Lt,Borden M. L.,_,KIA,_,_,17.0,106.56666666666666
